ride,datetime,wait_times
Chefs de France,2021-07-24 12:21:04.231597-04:00,Closed
Coral Reefs - Disney Animals,2021-07-24 12:21:04.231686-04:00,Closed
Gallery of Arts and History,2021-07-24 12:21:04.231736-04:00,Closed
House of the Whispering Willows,2021-07-24 12:21:04.231771-04:00,Closed
"ImageWorks - The ""What If"" Labs",2021-07-24 12:21:04.231805-04:00,Closed
Invertebrates at Epcot - Disney Animals,2021-07-24 12:21:04.231839-04:00,Closed
Kidcot Fun Stops,2021-07-24 12:21:04.231873-04:00,Closed
La Cava del Tequila,2021-07-24 12:21:04.231906-04:00,Closed
Manatees - Disney Animals,2021-07-24 12:21:04.231939-04:00,Closed
Mexico Folk Art Gallery,2021-07-24 12:21:04.231972-04:00,Closed
Monsieur Paul,2021-07-24 12:21:04.232005-04:00,Closed
Nine Dragons Restaurant,2021-07-24 12:21:04.232039-04:00,Closed
Palais du Cinéma,2021-07-24 12:21:04.232072-04:00,Closed
Project Tomorrow: Inventing the Wonders of the Future,2021-07-24 12:21:04.232106-04:00,Closed
Reef Fish - Disney Animals,2021-07-24 12:21:04.232140-04:00,Closed
Remy's Ratatouille Adventure,2021-07-24 12:21:04.232174-04:00,Closed
Restaurant Marrakesh,2021-07-24 12:21:04.232210-04:00,Closed
Sea Turtles - Disney Animals,2021-07-24 12:21:04.232243-04:00,Closed
SeaBase,2021-07-24 12:21:04.232276-04:00,Closed
Sharks and Rays - Disney Animals,2021-07-24 12:21:04.232309-04:00,Closed
Stave Church Gallery,2021-07-24 12:21:04.232342-04:00,Closed
Teppan Edo,2021-07-24 12:21:04.232375-04:00,Closed
Tokyo Dining,2021-07-24 12:21:04.232407-04:00,Closed
Tutto Italia Ristorante,2021-07-24 12:21:04.232440-04:00,Closed
Via Napoli Ristorante e Pizzeria,2021-07-24 12:21:04.232473-04:00,Closed
Walt Disney Imagineering presents the Epcot Experience,2021-07-24 12:21:04.232506-04:00,Closed
Awesome Planet,2021-07-24 12:41:03.759329-04:00,Open
Disney & Pixar Short Film Festival,2021-07-24 12:41:03.759370-04:00,Open
Journey Into Imagination With Figment,2021-07-24 12:41:03.759404-04:00,10 mins
Living with the Land,2021-07-24 12:41:03.759438-04:00,20 mins
Mission: SPACE,2021-07-24 12:41:03.759478-04:00,30 mins
Soarin',2021-07-24 12:41:03.759512-04:00,35 mins
Spaceship Earth,2021-07-24 12:41:03.759545-04:00,25 mins
Test Track Presented by Chevrolet,2021-07-24 12:41:03.759579-04:00,55 mins
The Seas with Nemo & Friends,2021-07-24 12:41:03.759665-04:00,15 mins
Turtle Talk With Crush,2021-07-24 12:41:03.759705-04:00,Closed
Beauty and the Beast Sing-Along – Now Open!,2021-07-24 12:41:03.759739-04:00,Open
Frozen Ever After,2021-07-24 12:41:03.759774-04:00,30 mins
Gran Fiesta Tour Starring The Three Caballeros,2021-07-24 12:41:03.759808-04:00,5 mins
O Canada!,2021-07-24 12:41:03.759841-04:00,Closed
Advanced Training Lab,2021-07-24 12:41:03.759874-04:00,Closed
Akershus Royal Banquet Hall,2021-07-24 12:41:03.759906-04:00,Closed
American Heritage Gallery,2021-07-24 12:41:03.759939-04:00,Closed
Bijutsu-kan Gallery,2021-07-24 12:41:03.759972-04:00,Closed
Bruce's Shark World,2021-07-24 12:41:03.760005-04:00,Closed
Chefs de France,2021-07-24 12:41:03.760038-04:00,Closed
Coral Reefs - Disney Animals,2021-07-24 12:41:03.760070-04:00,Closed
Gallery of Arts and History,2021-07-24 12:41:03.760103-04:00,Closed
House of the Whispering Willows,2021-07-24 12:41:03.760136-04:00,Closed
"ImageWorks - The ""What If"" Labs",2021-07-24 12:41:03.760168-04:00,Closed
Invertebrates at Epcot - Disney Animals,2021-07-24 12:41:03.760201-04:00,Closed
Kidcot Fun Stops,2021-07-24 12:41:03.760234-04:00,Closed
La Cava del Tequila,2021-07-24 12:41:03.760267-04:00,Closed
Manatees - Disney Animals,2021-07-24 12:41:03.760300-04:00,Closed
Mexico Folk Art Gallery,2021-07-24 12:41:03.760332-04:00,Closed
Monsieur Paul,2021-07-24 12:41:03.760365-04:00,Closed
Nine Dragons Restaurant,2021-07-24 12:41:03.760398-04:00,Closed
Palais du Cinéma,2021-07-24 12:41:03.760430-04:00,Closed
Project Tomorrow: Inventing the Wonders of the Future,2021-07-24 12:41:03.760470-04:00,Closed
Reef Fish - Disney Animals,2021-07-24 12:41:03.760507-04:00,Closed
Remy's Ratatouille Adventure,2021-07-24 12:41:03.760541-04:00,Closed
Restaurant Marrakesh,2021-07-24 12:41:03.760574-04:00,Closed
Sea Turtles - Disney Animals,2021-07-24 12:41:03.760607-04:00,Closed
SeaBase,2021-07-24 12:41:03.760640-04:00,Closed
Sharks and Rays - Disney Animals,2021-07-24 12:41:03.760679-04:00,Closed
Stave Church Gallery,2021-07-24 12:41:03.760713-04:00,Closed
Teppan Edo,2021-07-24 12:41:03.760745-04:00,Closed
Tokyo Dining,2021-07-24 12:41:03.760778-04:00,Closed
Tutto Italia Ristorante,2021-07-24 12:41:03.760810-04:00,Closed
Via Napoli Ristorante e Pizzeria,2021-07-24 12:41:03.760843-04:00,Closed
Walt Disney Imagineering presents the Epcot Experience,2021-07-24 12:41:03.760875-04:00,Closed
Awesome Planet,2021-07-24 13:01:04.378761-04:00,Open
Disney & Pixar Short Film Festival,2021-07-24 13:01:04.378812-04:00,Open
Journey Into Imagination With Figment,2021-07-24 13:01:04.378853-04:00,10 mins
Living with the Land,2021-07-24 13:01:04.378895-04:00,15 mins
Mission: SPACE,2021-07-24 13:01:04.378936-04:00,30 mins
Soarin',2021-07-24 13:01:04.378976-04:00,30 mins
Spaceship Earth,2021-07-24 13:01:04.379016-04:00,35 mins
Test Track Presented by Chevrolet,2021-07-24 13:01:04.379063-04:00,65 mins
The Seas with Nemo & Friends,2021-07-24 13:01:04.379109-04:00,30 mins
Turtle Talk With Crush,2021-07-24 13:01:04.379150-04:00,Closed
Beauty and the Beast Sing-Along – Now Open!,2021-07-24 13:01:04.379190-04:00,Open
Frozen Ever After,2021-07-24 13:01:04.379233-04:00,30 mins
Gran Fiesta Tour Starring The Three Caballeros,2021-07-24 13:01:04.379273-04:00,5 mins
O Canada!,2021-07-24 13:01:04.379314-04:00,Closed
Advanced Training Lab,2021-07-24 13:01:04.379353-04:00,Closed
Akershus Royal Banquet Hall,2021-07-24 13:01:04.379394-04:00,Closed
American Heritage Gallery,2021-07-24 13:01:04.379434-04:00,Closed
Bijutsu-kan Gallery,2021-07-24 13:01:04.379474-04:00,Closed
Bruce's Shark World,2021-07-24 13:01:04.379513-04:00,Closed
Chefs de France,2021-07-24 13:01:04.379553-04:00,Closed
Coral Reefs - Disney Animals,2021-07-24 13:01:04.379593-04:00,Closed
Gallery of Arts and History,2021-07-24 13:01:04.379683-04:00,Closed
House of the Whispering Willows,2021-07-24 13:01:04.379736-04:00,Closed
"ImageWorks - The ""What If"" Labs",2021-07-24 13:01:04.379777-04:00,Closed
Invertebrates at Epcot - Disney Animals,2021-07-24 13:01:04.379817-04:00,Closed
Kidcot Fun Stops,2021-07-24 13:01:04.379857-04:00,Closed
La Cava del Tequila,2021-07-24 13:01:04.379897-04:00,Closed
Manatees - Disney Animals,2021-07-24 13:01:04.379937-04:00,Closed
Mexico Folk Art Gallery,2021-07-24 13:01:04.379977-04:00,Closed
Monsieur Paul,2021-07-24 13:01:04.380017-04:00,Closed
Nine Dragons Restaurant,2021-07-24 13:01:04.380063-04:00,Closed
Palais du Cinéma,2021-07-24 13:01:04.380104-04:00,Closed
Project Tomorrow: Inventing the Wonders of the Future,2021-07-24 13:01:04.380144-04:00,Closed
Reef Fish - Disney Animals,2021-07-24 13:01:04.380184-04:00,Closed
Remy's Ratatouille Adventure,2021-07-24 13:01:04.380228-04:00,Closed
Restaurant Marrakesh,2021-07-24 13:01:04.380268-04:00,Closed
Sea Turtles - Disney Animals,2021-07-24 13:01:04.380308-04:00,Closed
SeaBase,2021-07-24 13:01:04.380347-04:00,Closed
Sharks and Rays - Disney Animals,2021-07-24 13:01:04.380386-04:00,Closed
Stave Church Gallery,2021-07-24 13:01:04.380426-04:00,Closed
Teppan Edo,2021-07-24 13:01:04.380466-04:00,Closed
Tokyo Dining,2021-07-24 13:01:04.380505-04:00,Closed
Tutto Italia Ristorante,2021-07-24 13:01:04.380544-04:00,Closed
Via Napoli Ristorante e Pizzeria,2021-07-24 13:01:04.380584-04:00,Closed
Walt Disney Imagineering presents the Epcot Experience,2021-07-24 13:01:04.380624-04:00,Closed
Awesome Planet,2021-07-24 13:21:04.679596-04:00,Open
Disney & Pixar Short Film Festival,2021-07-24 13:21:04.679672-04:00,Open
Journey Into Imagination With Figment,2021-07-24 13:21:04.679714-04:00,10 mins
Living with the Land,2021-07-24 13:21:04.679747-04:00,15 mins
Mission: SPACE,2021-07-24 13:21:04.679780-04:00,30 mins
Soarin',2021-07-24 13:21:04.679812-04:00,30 mins
Spaceship Earth,2021-07-24 13:21:04.679844-04:00,35 mins
Test Track Presented by Chevrolet,2021-07-24 13:21:04.679876-04:00,65 mins
The Seas with Nemo & Friends,2021-07-24 13:21:04.679908-04:00,30 mins
Turtle Talk With Crush,2021-07-24 13:21:04.679940-04:00,Closed
Beauty and the Beast Sing-Along – Now Open!,2021-07-24 13:21:04.679972-04:00,Open
Frozen Ever After,2021-07-24 13:21:04.680006-04:00,40 mins
Gran Fiesta Tour Starring The Three Caballeros,2021-07-24 13:21:04.680039-04:00,5 mins
O Canada!,2021-07-24 13:21:04.680072-04:00,Closed
Advanced Training Lab,2021-07-24 13:21:04.680103-04:00,Closed
Akershus Royal Banquet Hall,2021-07-24 13:21:04.680135-04:00,Closed
American Heritage Gallery,2021-07-24 13:21:04.680167-04:00,Closed
Bijutsu-kan Gallery,2021-07-24 13:21:04.680201-04:00,Closed
Bruce's Shark World,2021-07-24 13:21:04.680233-04:00,Closed
Chefs de France,2021-07-24 13:21:04.680264-04:00,Closed
Coral Reefs - Disney Animals,2021-07-24 13:21:04.680295-04:00,Closed
Gallery of Arts and History,2021-07-24 13:21:04.680327-04:00,Closed
House of the Whispering Willows,2021-07-24 13:21:04.680359-04:00,Closed
"ImageWorks - The ""What If"" Labs",2021-07-24 13:21:04.680391-04:00,Closed
Invertebrates at Epcot - Disney Animals,2021-07-24 13:21:04.680424-04:00,Closed
Kidcot Fun Stops,2021-07-24 13:21:04.680456-04:00,Closed
La Cava del Tequila,2021-07-24 13:21:04.680488-04:00,Closed
Manatees - Disney Animals,2021-07-24 13:21:04.680520-04:00,Closed
Mexico Folk Art Gallery,2021-07-24 13:21:04.680551-04:00,Closed
Monsieur Paul,2021-07-24 13:21:04.680583-04:00,Closed
Nine Dragons Restaurant,2021-07-24 13:21:04.680615-04:00,Closed
Palais du Cinéma,2021-07-24 13:21:04.680646-04:00,Closed
Project Tomorrow: Inventing the Wonders of the Future,2021-07-24 13:21:04.680678-04:00,Closed
Reef Fish - Disney Animals,2021-07-24 13:21:04.680717-04:00,Closed
Remy's Ratatouille Adventure,2021-07-24 13:21:04.680749-04:00,Closed
Restaurant Marrakesh,2021-07-24 13:21:04.680781-04:00,Closed
Sea Turtles - Disney Animals,2021-07-24 13:21:04.680813-04:00,Closed
SeaBase,2021-07-24 13:21:04.680853-04:00,Closed
Sharks and Rays - Disney Animals,2021-07-24 13:21:04.680885-04:00,Closed
Stave Church Gallery,2021-07-24 13:21:04.680916-04:00,Closed
Teppan Edo,2021-07-24 13:21:04.680947-04:00,Closed
Tokyo Dining,2021-07-24 13:21:04.680978-04:00,Closed
Tutto Italia Ristorante,2021-07-24 13:21:04.681010-04:00,Closed
Via Napoli Ristorante e Pizzeria,2021-07-24 13:21:04.681041-04:00,Closed
Walt Disney Imagineering presents the Epcot Experience,2021-07-24 13:21:04.681073-04:00,Closed
Awesome Planet,2021-07-24 13:41:04.290638-04:00,Open
Disney & Pixar Short Film Festival,2021-07-24 13:41:04.290684-04:00,Open
Journey Into Imagination With Figment,2021-07-24 13:41:04.290719-04:00,10 mins
Living with the Land,2021-07-24 13:41:04.290753-04:00,15 mins
Mission: SPACE,2021-07-24 13:41:04.290786-04:00,30 mins
Soarin',2021-07-24 13:41:04.290819-04:00,25 mins
Spaceship Earth,2021-07-24 13:41:04.290852-04:00,35 mins
Test Track Presented by Chevrolet,2021-07-24 13:41:04.290885-04:00,75 mins
The Seas with Nemo & Friends,2021-07-24 13:41:04.290922-04:00,15 mins
Turtle Talk With Crush,2021-07-24 13:41:04.290963-04:00,Closed
Beauty and the Beast Sing-Along – Now Open!,2021-07-24 13:41:04.290997-04:00,Open
Frozen Ever After,2021-07-24 13:41:04.291033-04:00,40 mins
Gran Fiesta Tour Starring The Three Caballeros,2021-07-24 13:41:04.291066-04:00,35 mins
O Canada!,2021-07-24 13:41:04.291100-04:00,Closed
Advanced Training Lab,2021-07-24 13:41:04.291133-04:00,Closed
Akershus Royal Banquet Hall,2021-07-24 13:41:04.291168-04:00,Closed
American Heritage Gallery,2021-07-24 13:41:04.291209-04:00,Closed
Bijutsu-kan Gallery,2021-07-24 13:41:04.291242-04:00,Closed
Bruce's Shark World,2021-07-24 13:41:04.291275-04:00,Closed
Chefs de France,2021-07-24 13:41:04.291308-04:00,Closed
Coral Reefs - Disney Animals,2021-07-24 13:41:04.291341-04:00,Closed
Gallery of Arts and History,2021-07-24 13:41:04.291374-04:00,Closed
House of the Whispering Willows,2021-07-24 13:41:04.291407-04:00,Closed
"ImageWorks - The ""What If"" Labs",2021-07-24 13:41:04.291440-04:00,Closed
Invertebrates at Epcot - Disney Animals,2021-07-24 13:41:04.291476-04:00,Closed
Kidcot Fun Stops,2021-07-24 13:41:04.291509-04:00,Closed
La Cava del Tequila,2021-07-24 13:41:04.291542-04:00,Closed
Manatees - Disney Animals,2021-07-24 13:41:04.291575-04:00,Closed
Mexico Folk Art Gallery,2021-07-24 13:41:04.291607-04:00,Closed
Monsieur Paul,2021-07-24 13:41:04.291715-04:00,Closed
Nine Dragons Restaurant,2021-07-24 13:41:04.291749-04:00,Closed
Palais du Cinéma,2021-07-24 13:41:04.291783-04:00,Closed
Project Tomorrow: Inventing the Wonders of the Future,2021-07-24 13:41:04.291816-04:00,Closed
Reef Fish - Disney Animals,2021-07-24 13:41:04.291850-04:00,Closed
Remy's Ratatouille Adventure,2021-07-24 13:41:04.291883-04:00,Closed
Restaurant Marrakesh,2021-07-24 13:41:04.291916-04:00,Closed
Sea Turtles - Disney Animals,2021-07-24 13:41:04.291949-04:00,Closed
SeaBase,2021-07-24 13:41:04.291982-04:00,Closed
Sharks and Rays - Disney Animals,2021-07-24 13:41:04.292014-04:00,Closed
Stave Church Gallery,2021-07-24 13:41:04.292047-04:00,Closed
Teppan Edo,2021-07-24 13:41:04.292080-04:00,Closed
Tokyo Dining,2021-07-24 13:41:04.292112-04:00,Closed
Tutto Italia Ristorante,2021-07-24 13:41:04.292145-04:00,Closed
Via Napoli Ristorante e Pizzeria,2021-07-24 13:41:04.292180-04:00,Closed
Walt Disney Imagineering presents the Epcot Experience,2021-07-24 13:41:04.292213-04:00,Closed
Awesome Planet,2021-07-24 14:01:03.874379-04:00,Open
Disney & Pixar Short Film Festival,2021-07-24 14:01:03.874419-04:00,Open
Journey Into Imagination With Figment,2021-07-24 14:01:03.874454-04:00,10 mins
Living with the Land,2021-07-24 14:01:03.874488-04:00,15 mins
Mission: SPACE,2021-07-24 14:01:03.874521-04:00,30 mins
Soarin',2021-07-24 14:01:03.874554-04:00,25 mins
Spaceship Earth,2021-07-24 14:01:03.874586-04:00,35 mins
Test Track Presented by Chevrolet,2021-07-24 14:01:03.874621-04:00,75 mins
The Seas with Nemo & Friends,2021-07-24 14:01:03.874655-04:00,25 mins
Turtle Talk With Crush,2021-07-24 14:01:03.874695-04:00,Closed
Beauty and the Beast Sing-Along – Now Open!,2021-07-24 14:01:03.874729-04:00,Open
Frozen Ever After,2021-07-24 14:01:03.874764-04:00,40 mins
Gran Fiesta Tour Starring The Three Caballeros,2021-07-24 14:01:03.874803-04:00,35 mins
O Canada!,2021-07-24 14:01:03.874837-04:00,Closed
Advanced Training Lab,2021-07-24 14:01:03.874869-04:00,Closed
Akershus Royal Banquet Hall,2021-07-24 14:01:03.874901-04:00,Closed
American Heritage Gallery,2021-07-24 14:01:03.874934-04:00,Closed
Bijutsu-kan Gallery,2021-07-24 14:01:03.874966-04:00,Closed
Bruce's Shark World,2021-07-24 14:01:03.874998-04:00,Closed
Chefs de France,2021-07-24 14:01:03.875030-04:00,Closed
Coral Reefs - Disney Animals,2021-07-24 14:01:03.875062-04:00,Closed
Gallery of Arts and History,2021-07-24 14:01:03.875095-04:00,Closed
House of the Whispering Willows,2021-07-24 14:01:03.875127-04:00,Closed
"ImageWorks - The ""What If"" Labs",2021-07-24 14:01:03.875162-04:00,Closed
Invertebrates at Epcot - Disney Animals,2021-07-24 14:01:03.875195-04:00,Closed
Kidcot Fun Stops,2021-07-24 14:01:03.875227-04:00,Closed
La Cava del Tequila,2021-07-24 14:01:03.875259-04:00,Closed
Manatees - Disney Animals,2021-07-24 14:01:03.875291-04:00,Closed
Mexico Folk Art Gallery,2021-07-24 14:01:03.875324-04:00,Closed
Monsieur Paul,2021-07-24 14:01:03.875356-04:00,Closed
Nine Dragons Restaurant,2021-07-24 14:01:03.875388-04:00,Closed
Palais du Cinéma,2021-07-24 14:01:03.875420-04:00,Closed
Project Tomorrow: Inventing the Wonders of the Future,2021-07-24 14:01:03.875452-04:00,Closed
Reef Fish - Disney Animals,2021-07-24 14:01:03.875485-04:00,Closed
Remy's Ratatouille Adventure,2021-07-24 14:01:03.875517-04:00,Closed
Restaurant Marrakesh,2021-07-24 14:01:03.875550-04:00,Closed
Sea Turtles - Disney Animals,2021-07-24 14:01:03.875582-04:00,Closed
SeaBase,2021-07-24 14:01:03.875679-04:00,Closed
Sharks and Rays - Disney Animals,2021-07-24 14:01:03.875719-04:00,Closed
Stave Church Gallery,2021-07-24 14:01:03.875753-04:00,Closed
Teppan Edo,2021-07-24 14:01:03.875787-04:00,Closed
Tokyo Dining,2021-07-24 14:01:03.875826-04:00,Closed
Tutto Italia Ristorante,2021-07-24 14:01:03.875858-04:00,Closed
Via Napoli Ristorante e Pizzeria,2021-07-24 14:01:03.875890-04:00,Closed
Walt Disney Imagineering presents the Epcot Experience,2021-07-24 14:01:03.875923-04:00,Closed
Awesome Planet,2021-07-24 14:21:04.244822-04:00,Open
Disney & Pixar Short Film Festival,2021-07-24 14:21:04.244871-04:00,Open
Journey Into Imagination With Figment,2021-07-24 14:21:04.244913-04:00,10 mins
Living with the Land,2021-07-24 14:21:04.244955-04:00,15 mins
Mission: SPACE,2021-07-24 14:21:04.244996-04:00,30 mins
Soarin',2021-07-24 14:21:04.245036-04:00,30 mins
Spaceship Earth,2021-07-24 14:21:04.245077-04:00,25 mins
Test Track Presented by Chevrolet,2021-07-24 14:21:04.245118-04:00,75 mins
The Seas with Nemo & Friends,2021-07-24 14:21:04.245159-04:00,25 mins
Turtle Talk With Crush,2021-07-24 14:21:04.245200-04:00,Closed
Beauty and the Beast Sing-Along – Now Open!,2021-07-24 14:21:04.245240-04:00,Open
Frozen Ever After,2021-07-24 14:21:04.245283-04:00,40 mins
Gran Fiesta Tour Starring The Three Caballeros,2021-07-24 14:21:04.245324-04:00,35 mins
O Canada!,2021-07-24 14:21:04.245365-04:00,Closed
Advanced Training Lab,2021-07-24 14:21:04.245406-04:00,Closed
Akershus Royal Banquet Hall,2021-07-24 14:21:04.245447-04:00,Closed
American Heritage Gallery,2021-07-24 14:21:04.245487-04:00,Closed
Bijutsu-kan Gallery,2021-07-24 14:21:04.245528-04:00,Closed
Bruce's Shark World,2021-07-24 14:21:04.245573-04:00,Closed
Chefs de France,2021-07-24 14:21:04.245615-04:00,Closed
Coral Reefs - Disney Animals,2021-07-24 14:21:04.245655-04:00,Closed
Gallery of Arts and History,2021-07-24 14:21:04.245696-04:00,Closed
House of the Whispering Willows,2021-07-24 14:21:04.245742-04:00,Closed
"ImageWorks - The ""What If"" Labs",2021-07-24 14:21:04.245784-04:00,Closed
Invertebrates at Epcot - Disney Animals,2021-07-24 14:21:04.245825-04:00,Closed
Kidcot Fun Stops,2021-07-24 14:21:04.245874-04:00,Closed
La Cava del Tequila,2021-07-24 14:21:04.245915-04:00,Closed
Manatees - Disney Animals,2021-07-24 14:21:04.245955-04:00,Closed
Mexico Folk Art Gallery,2021-07-24 14:21:04.245995-04:00,Closed
Monsieur Paul,2021-07-24 14:21:04.246035-04:00,Closed
Nine Dragons Restaurant,2021-07-24 14:21:04.246074-04:00,Closed
Palais du Cinéma,2021-07-24 14:21:04.246114-04:00,Closed
Project Tomorrow: Inventing the Wonders of the Future,2021-07-24 14:21:04.246154-04:00,Closed
Reef Fish - Disney Animals,2021-07-24 14:21:04.246195-04:00,Closed
Remy's Ratatouille Adventure,2021-07-24 14:21:04.246234-04:00,Closed
Restaurant Marrakesh,2021-07-24 14:21:04.246275-04:00,Closed
Sea Turtles - Disney Animals,2021-07-24 14:21:04.246314-04:00,Closed
SeaBase,2021-07-24 14:21:04.246354-04:00,Closed
Sharks and Rays - Disney Animals,2021-07-24 14:21:04.246394-04:00,Closed
Stave Church Gallery,2021-07-24 14:21:04.246434-04:00,Closed
Teppan Edo,2021-07-24 14:21:04.246473-04:00,Closed
Tokyo Dining,2021-07-24 14:21:04.246513-04:00,Closed
Tutto Italia Ristorante,2021-07-24 14:21:04.246558-04:00,Closed
Via Napoli Ristorante e Pizzeria,2021-07-24 14:21:04.246599-04:00,Closed
Walt Disney Imagineering presents the Epcot Experience,2021-07-24 14:21:04.246639-04:00,Closed
